Part_ID,Group,Grade,Age,Months,SPA_Score,ENG_Score,Langs,BESA_Score,Task,Item,Accuracy,Accuracy_Clit_Gen,Accuracy_Clit_Num,Accuracy_DP_Gen,Accuracy_DP_Num,Questions,Response,Error_Type,Structure,Gender,Number,Verb,Verb_Freq,Verb_Type,Home_Lang_Group,HL_DOM,HL_Gender,HL_Subj,BESA_Std,Speaker_Group,Age_Group,Total_Score,SPA_Pct
H22,HS 4th/5th,5,11,138,4,3,NA,8,Production,Prod-27,0,NA,NA,NA,NA,NA,ve las niñas,Omission,DOM,Feminine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th,7,0.5714285714285714
H24,HS 4th/5th,5,11,138,2,3,NA,8,Production,Prod-01,0,NA,NA,NA,NA,NA,su hijo,Omission,DOM,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th,5,0.4
H24,HS 4th/5th,5,11,138,2,3,NA,8,Production,Prod-04,0,NA,NA,NA,NA,NA,hijo,Omission,DOM,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th,5,0.4
H24,HS 4th/5th,5,11,138,2,3,NA,8,Production,Prod-08,0,NA,NA,NA,NA,NA,su sobrina,Omission,DOM,Feminine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th,5,0.4
H24,HS 4th/5th,5,11,138,2,3,NA,8,Production,Prod-12,0,NA,NA,NA,NA,NA,su amigo,Omission,DOM,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th,5,0.4
H24,HS 4th/5th,5,11,138,2,3,NA,8,Production,Prod-16,0,NA,NA,NA,NA,NA,su bebé,Omission,DOM,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th,5,0.4
H24,HS 4th/5th,5,11,138,2,3,NA,8,Production,Prod-20,0,NA,NA,NA,NA,NA,una niña,Omission,DOM,Feminine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th,5,0.4
H24,HS 4th/5th,5,11,138,2,3,NA,8,Production,Prod-24,0,NA,NA,NA,NA,NA,ve dos niñas,Omission,DOM,Feminine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th,5,0.4
H24,HS 4th/5th,5,11,138,2,3,NA,8,Production,Prod-27,0,NA,NA,NA,NA,NA,ve sus hijas,Omission,DOM,Feminine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th,5,0.4
H25,HS 4th/5th,5,10,128,4,2,NA,7,Production,Prod-01,0,NA,NA,NA,NA,NA,el niño,Omission,DOM,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.11230770183518655,HS,4th/5th,6,0.6666666666666666
